#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
59482,136312261,ADIPOQ,-,-,-,8,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240710,-
59482,136313511,FTO,-,-,-,9,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240710,-
59482,136314359,PPARG,-,-,-,10,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240710,-
59482,136315370,MC4R,-,-,-,11,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240710,-
59482,136331074,LEPR,-,-,-,3,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240710,-
59534,120857031,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240321,-
59534,120868104,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240321,-
59534,120872466,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240321,-
59534,120873227,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
59534,120880878,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240321,-
59729,100217624,ADIPOQ,-,-,-,9,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,LOW QUALITY PROTEIN: adiponectin,20250122,-
59729,100218148,MC4R,-,-,Ensembl:ENSTGUG00000027462,2,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20250122,-
59729,100223734,FTO,-,-,Ensembl:ENSTGUG00000007401,11,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20250122,-
59729,100229897,LEPR,-,-,Ensembl:ENSTGUG00000010030|Ensembl:ENSTGUG00000021083,8,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20250122,-
59729,100231741,PPARG,-,-,Ensembl:ENSTGUG00000004069,12,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma|peroxisome proliferative activated receptor gamma,20250122,-
59894,101806363,LEPR,-,-,Ensembl:ENSFALG00000012729,8,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
59894,101815733,PPARG,-,-,Ensembl:ENSFALG00000028484,12,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
59894,101816071,FTO,-,-,Ensembl:ENSFALG00000007914,11,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
59894,101819891,ADIPOQ,-,-,-,9,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
60711,103224669,LEPR,-,-,Ensembl:ENSCSAG00000001354,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240311,-
60711,103228027,PPARG,-,-,Ensembl:ENSCSAG00000009839,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240311,-
60711,103232994,FTO,-,-,Ensembl:ENSCSAG00000005296,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
60711,103241875,ADIPOQ,-,-,Ensembl:ENSCSAG00000009208,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240311,-
60711,103244186,MC4R,-,-,Ensembl:ENSCSAG00000018565,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240311,-
61221,123021594,MC4R,EYD10_08557,-,Ensembl:ENSVKKG00000008109,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4|Melanocortin receptor 4,20240322,-
61221,123022198,FTO,EYD10_09076,FTO_0|FTO_1,Ensembl:ENSVKKG00000014046,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|Alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
61221,123024815,ADIPOQ,EYD10_10377,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240322,-
61221,123034221,PPARG,-,-,Ensembl:ENSVKKG00000007548,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240322,-
61383,115503419,FTO,-,-,Ensembl:ENSLCNG00005018828,E2,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240813,-
61383,115508563,PPARG,-,-,Ensembl:ENSLCNG00005002774,A2,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240813,-
61383,115520143,LEPR,-,-,Ensembl:ENSLCNG00005008198,C1,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240813,-
61383,115524079,ADIPOQ,-,-,-,C2,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240813,-
61383,115528611,MC4R,-,-,Ensembl:ENSLCNG00005010552,D3,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240813,-
61384,124511319,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
61384,124516149,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240322,-
61384,124517132,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240322,-
61384,124524538,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240322,-
61384,124526972,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240322,-
61388,125149332,MC4R,-,-,-,D3,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240322,-
61388,125153078,FTO,-,-,-,E2,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
61388,125154732,PPARG,-,-,-,A2,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240322,-
61388,125173955,LEPR,-,-,-,C1,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240322,-
61388,125175363,ADIPOQ,-,-,-,C2,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240322,-
61452,131489995,MC4R,-,-,-,11,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240328,-
61452,131500036,FTO,-,-,-,17,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
61452,131504601,LEPR,-,-,-,2,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240328,-
61452,131509799,PPARG,-,-,-,4,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240328,-
61452,131512303,ADIPOQ,-,-,-,5,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240328,-
61621,108517991,PPARG,-,-,Ensembl:ENSRBIG00000042269,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240801,-
61621,108526391,MC4R,-,-,Ensembl:ENSRBIG00000030799,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240801,-
61621,108530435,ADIPOQ,-,-,Ensembl:ENSRBIG00000029712,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240801,-
61621,108531267,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,LOW QUALITY PROTEIN: alpha-ketoglutarate-dependent dioxygenase FTO,20240801,-
61621,108532879,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,LOW QUALITY PROTEIN: leptin receptor,20240801,-
61622,104658308,FTO,-,-,Ensembl:ENSRROG00000039169,20,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
61622,104662856,MC4R,-,-,Ensembl:ENSRROG00000028549,21,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240312,-
61622,104664347,LEPR,-,-,Ensembl:ENSRROG00000034015,12,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240312,-
61622,104673295,PPARG,-,-,Ensembl:ENSRROG00000044807,1,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240312,-
61622,104682929,ADIPOQ,-,-,Ensembl:ENSRROG00000031067,1,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240312,-
61853,100581046,PPARG,-,-,EnsemblRapid:ENSNLEG00000004650,21,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240308,-
61853,100594461,MC4R,-,-,EnsemblRapid:ENSNLEG00000018455,4,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240308,-
61853,100595612,FTO,-,-,-,2,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
61853,100599297,ADIPOQ,-,-,EnsemblRapid:ENSNLEG00000047909,11,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240308,-
61853,100602850,LEPR,-,-,EnsemblRapid:ENSNLEG00000015182,5,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240308,-
62283,130016292,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240327,-
62283,130030556,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240327,-
62283,130031116,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240327,-
62283,130037611,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240327,-
62283,130044054,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
64176,114591638,PPARG,-,-,Ensembl:ENSPMRG00000012674,2,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240315,-
64176,114597761,ADIPOQ,-,-,Ensembl:ENSPMRG00000015960,5,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240315,-
64176,114598887,LEPR,-,-,Ensembl:ENSPMRG00000010834,6,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240315,-
64176,114600989,MC4R,-,-,Ensembl:ENSPMRG00000005138,7,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240315,-
64176,114602188,FTO,-,-,Ensembl:ENSPMRG00000011411,8,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
64668,125691062,MC4R,-,-,EnsemblRapid:ENSLMUG00000005263,3,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240508,-
64668,125692985,LEPR,-,-,EnsemblRapid:ENSLMUG00000015853,5,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240508,-
64668,125697478,ADIPOQ,-,-,EnsemblRapid:ENSLMUG00000001611,9,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240508,-
64668,125698859,PPARG,-,-,EnsemblRapid:ENSLMUG00000002605,11,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240508,-
64668,125699400,FTO,-,-,EnsemblRapid:ENSLMUG00000000828,12,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240508,-
65483,128408257,PPARG,-,-,-,2,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240325,-
65483,128414533,ADIPOQ,-,-,-,5,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240325,-
65483,128415638,LEPR,-,-,-,6,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240325,-
65483,128417872,MC4R,-,-,-,7,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240325,-
65483,128419429,FTO,-,-,-,8,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
68294,121663913,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
68294,121664286,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
68294,121665945,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
68294,121671132,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
68294,121674500,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
68408,129541211,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240326,-
68408,129544672,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240326,-
68408,129547104,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
68408,129547724,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240326,-
68408,129549890,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240326,-
71010,136639334,PPARG,-,-,-,2,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240724,-
71010,136644515,ADIPOQ,-,-,-,3,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240724,-
71010,136648152,LEPR,-,-,-,4,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240724,-
71010,136648728,MC4R,-,-,-,4,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240724,-
71010,136660257,FTO,-,-,-,9,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240724,-
72004,102265537,PPARG,M91_19152,-,Ensembl:ENSBMUG00000011177,22,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20241218,-
72004,102269476,LEPR,M91_04649,-,Ensembl:ENSBMUG00000016877,3,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20241218,-
72004,102270453,FTO,M91_16273,-,Ensembl:ENSBMUG00000010305,18,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|Alpha-ketoglutarate-dependent dioxygenase FTO,20241216,-
72004,102271886,ADIPOQ,M91_05083,-,Ensembl:ENSBMUG00000018093,1,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20241217,-
72004,102286686,MC4R,M91_05019,-,Ensembl:ENSBMUG00000017101,24,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4|Melanocortin receptor 4|melanocortin receptor-4,20241218,-
74926,123349177,FTO,KIL84_005368,-,-,14,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
74926,123364486,MC4R,KIL84_011348,-,-,2,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240322,-
74926,123373957,PPARG,KIL84_003688,-,-,7,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240322,-
74926,123376696,LEPR,KIL84_015820,-,-,8,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240322,-
74926,123378067,ADIPOQ,KIL84_022535,-,-,9,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240322,-
75485,128905578,MC4R,-,-,EnsemblRapid:ENSRTRG00005001616,2,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
75485,128908338,FTO,-,-,EnsemblRapid:ENSRTRG00005002009,4,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20241203,-
75485,128911184,ADIPOQ,-,-,EnsemblRapid:ENSRTRG00005012287,6,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
75485,128914142,LEPR,-,-,EnsemblRapid:ENSRTRG00005004257,8,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20241203,-
75485,128915559,PPARG,-,-,EnsemblRapid:ENSRTRG00005000132,10,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
76717,116857515,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240318,-
76717,116865872,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
76717,116874978,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240318,-
76717,116876175,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240318,-
76717,116878268,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240318,-
77151,132000975,LEPR,-,-,EnsemblRapid:ENSMNGG00000015467,14,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240410,-
77151,132005507,FTO,-,-,EnsemblRapid:ENSMNGG00000005039,17,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
77151,132010054,ADIPOQ,-,-,EnsemblRapid:ENSMNGG00000021740,2,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240410,-
77151,132011568,PPARG,-,-,EnsemblRapid:ENSMNGG00000023013,2,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240410,-
77151,132023967,MC4R,-,-,EnsemblRapid:ENSMNGG00000011910,8,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240410,-
77932,131395996,FTO,-,-,-,32,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
77932,131404038,LEPR,-,-,-,4,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20241203,-
77932,131414563,ADIPOQ,-,-,-,15,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240328,-
77932,131415174,MC4R,-,-,-,16,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240328,-
77932,131419782,PPARG,-,-,-,2,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240328,-
80427,117041732,PPARG,-,-,EnsemblRapid:ENSLAGG00000016864,2,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240319,-
80427,117047271,ADIPOQ,-,-,EnsemblRapid:ENSLAGG00000003756,5,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240319,-
80427,117048266,LEPR,-,-,EnsemblRapid:ENSLAGG00000017671,6,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240319,-
80427,117049620,MC4R,-,-,EnsemblRapid:ENSLAGG00000012848,7,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240319,-
80427,117050918,FTO,-,-,-,8,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
81572,116457283,LEPR,-,-,EnsemblRapid:ENSHMOG00010018163,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240318,-
81572,116466751,PPARG,-,-,EnsemblRapid:ENSHMOG00010021641,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240318,-
81572,116468064,MC4R,-,-,EnsemblRapid:ENSHMOG00010009254,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240318,-
81572,116471258,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
81572,116480336,ADIPOQ,-,-,-,-,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,-,20230805,-
81927,128790840,MC4R,-,-,-,1,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
81927,128792520,LEPR,-,-,-,9,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20241203,-
81927,128792859,ADIPOQ,-,-,-,10,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,LOW QUALITY PROTEIN: adiponectin,20241203,-
81927,128793732,FTO,-,-,-,11,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20241203,-
81927,128794075,PPARG,-,-,-,12,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
82168,135874207,MC4R,-,-,-,2,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240520,-
82168,135880878,PPARG,-,-,-,7,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240520,-
82168,135882457,LEPR,-,-,-,8,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240520,-
82168,135883938,ADIPOQ,-,-,-,9,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240520,-
82168,135888653,FTO,-,-,-,14,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240520,-
82174,137204091,MC4R,-,-,-,12,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20241203,-
82174,137214953,FTO,-,-,-,20,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240828,-
82174,137218831,LEPR,-,-,-,2,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240828,-
82174,137225014,ADIPOQ,-,-,-,5,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240828,-
82174,137232757,PPARG,-,-,-,10,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240828,-
84833,136553838,MC4R,-,-,-,1,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
84833,136560024,LEPR,-,-,-,9,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
84833,136561108,FTO,-,-,-,11,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
84833,136561627,PPARG,-,-,-,12,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
84834,118684423,MC4R,-,-,EnsemblRapid:ENSMRTG00000001992,1,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
84834,118689853,LEPR,-,-,EnsemblRapid:ENSMRTG00000014130,9,-,leptin receptor,protein-coding,-,-,-,LOW QUALITY PROTEIN: leptin receptor,20240803,-
84834,118690153,ADIPOQ,-,-,EnsemblRapid:ENSMRTG00000015538,10,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
84834,118691076,FTO,-,-,EnsemblRapid:ENSMRTG00000003518,12,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
84834,118700311,PPARG,-,-,EnsemblRapid:ENSMRTG00000011884,11,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
85066,103617698,PPARG,N302_07204,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
85066,103618741,MC4R,N302_06140,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4|Melanocortin receptor 4,20240803,-
85066,103620309,FTO,N302_07061,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|Alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
85066,103621591,LEPR,N302_07528,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240803,-
87175,115906264,LEPR,-,-,Ensembl:ENSCPVG00000013500,8,-,leptin receptor,protein-coding,-,-,-,LOW QUALITY PROTEIN: leptin receptor,20240803,-
87175,115907001,ADIPOQ,-,-,-,9,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240803,-
87175,115908081,FTO,-,-,Ensembl:ENSCPVG00000002991,11,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240803,-
87175,115908213,PPARG,-,-,Ensembl:ENSCPVG00000001295,12,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240803,-
87175,115917554,MC4R,-,-,Ensembl:ENSCPVG00000005944,2,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240803,-
88082,120307441,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240321,-
88082,120310003,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240321,-
